id_pedido,data_pedido,id_cliente,canal,cidade,estado,categoria,produto,quantidade,preco_unitario,frete,status,data_entrega
PED-02945,10/10/2023,CLI-0746,marketplace,Ribeirão Preto,SP,Beleza,Base Líquida Matte,1,124.65,"R$ 10,50",entregue,16/10/2023
PED-03145,2024-10-22,CLI-1286,app,Salvador,BA,Moda,Tênis Casual Masculino,2,182.72,"R$ 0,00",entregue,2024-11-05
PED-01920,12/12/2024,CLI-1057,marketplace,Brasília,DF,Moda,Tênis Casual Masculino,2,178.4,"R$ 0,00",em transporte,
PED-03184,2023-06-27,CLI-1361,site,Belo Horizonte,MG,beleza,Secador de Cabelo 2000W,4,169.02,"R$ 0,00",entregue,2023-07-01
PED-03242,21/04/2024,CLI-0242,app,Recife,PE,Eletrônicos,Fone Bluetooth TWS,-2,293.6,"R$ 27,22",entregue,08/05/2024
PED-03821,2024-09-13,CLI-1109,app,SALVADOR,BA,Beleza,Perfume Importado 100ml,2,361.75,"R$ 0,00",entregue,2024-10-01
PED-02269,2024-08-12,CLI-0273,marketplace,Rio de Janeiro,RJ,Esporte,Corda de Pular Speed,2,49.87,"R$ 17,96",entregue,2024-08-21
PED-04500,14/09/2024,CLI-1143,site,RIO DE JANEIRO,RJ,,Boné Aba Curva,1,48.76,"R$ 17,48",devolvido,25/09/2024
PED-00515,13/11/2023,CLI-0777,site,Belo Horizonte,MG,Esporte,Halter Emborrachado 5kg,1,158.48,"R$ 17,21",entregue,27/11/2023
PED-02199,18/09/2023,CLI-0950,site,CURITIBA,PR,Esporte,Garrafa Térmica 1L,2,126.04,"R$ 24,85",em transporte,
PED-01740,20/09/2024,CLI-0558,marketplace,Sao Paulo,SP,Eletrônicos,Smartwatch Fit,1,729.17,"R$ 0,00",entregue,02/10/2024
PED-01432,2024-05-24,CLI-1335,marketplace,  Belo Horizonte ,MG,Eletrônicos,Webcam Full HD,-1,266.23,"R$ 16,62",entregue,2024-05-31
PED-02764,04/11/2023,CLI-0518,site,  Salvador ,BA,Eletrônicos,Smartwatch Fit,2,443.27,"R$ 0,00",entregue,20/11/2023
PED-01700,10/08/2024,CLI-0287,site,  Curitiba ,PR,Esporte,Camiseta Dry Fit,2,50.35,"R$ 23,81",em transporte,
PED-04782,2024-12-31,CLI-1046,site,Fortaleza,CE,Esporte,Tapete de Yoga 6mm,2,81.08,"R$ 32,94",entregue,2025-01-09
PED-04962,2023-06-13,CLI-0264,app,Rio de Janeiro,RJ,Moda,Tênis Casual Masculino,1,243.0,"R$ 18,00",em transporte,
PED-01129,22/06/2024,CLI-1272,site,Belo Horizonte,MG,Moda,Tênis Casual Masculino,2,405.78,"R$ 0,00",em transporte,
PED-04241,23/09/2024,CLI-0647,site,Belo Horizonte,MG,Beleza,Kit Skincare Facial,3,252.34,"R$ 0,00",entregue,29/09/2024
PED-04435,2024-05-01,CLI-1071,site,São Paulo,SP,Eletrônicos,Smartwatch Fit,4,562.48,"R$ 0,00",entregue,2024-05-05
PED-03144,2023-03-14,CLI-0152,marketplace,Campinas,SP,Eletrônicos,Webcam Full HD,1,196.99,"R$ 14,88",entregue,2023-03-22
PED-03002,2024-05-13,CLI-0472,site,Recife,PE,Casa & Decoração,"Tapete Sala 1,5m",1,424.83,"R$ 0,00",em transporte,
PED-04340,2024-10-12,CLI-0216,marketplace,Fortaleza,CE,beleza,Perfume Importado 100ml,1,592.99,"R$ 0,00",entregue,2024-10-24
PED-02911,28/07/2024,CLI-0818,marketplace,Salvador,BA,Beleza,Perfume Importado 100ml,1,514.98,"R$ 0,00",entregue,06/08/2024
PED-01634,18/07/2024,CLI-0835,site,Porto Alegre,RS,Esporte,Tapete de Yoga 6mm,1,90.47,"R$ 22,66",entregue,29/07/2024
PED-01810,2023-04-07,CLI-0344,site,Sao Paulo,SP,moda,Boné Aba Curva,1,96.85,"R$ 20,31",entregue,2023-04-11
PED-04045,2024-02-18,CLI-1339,app,Brasília,DF,Moda,"Mochila Notebook 15""",1,164.72,"R$ 21,47",entregue,2024-03-02
PED-00504,2024-03-08,CLI-1359,site,Rio de Janeiro,RJ,ELETRÔNICOS,Smartwatch Fit,1,392.44,"R$ 0,00",cancelado,
PED-03495,2023-05-17,CLI-1104,app,Goiânia,GO,esporte,Tapete de Yoga 6mm,1,178.59,"R$ 24,39",entregue,2023-05-28
PED-01696,22/03/2024,CLI-0461,app,São Paulo,SP,Esporte,Halter Emborrachado 5kg,2,96.17,"R$ 14,91",entregue,30/03/2024
PED-04986,12/11/2023,CLI-1192,app,São Paulo,SP,Esporte,Camiseta Dry Fit,1,108.35,"R$ 16,74",entregue,24/11/2023
PED-02237,23/05/2023,CLI-0340,site,Salvador,BA,Eletrônicos,Carregador Turbo 30W,1,90.81,"R$ 28,01",entregue,02/06/2023
PED-01554,2023-11-30,CLI-1265,site,Brasília,DF,Moda,Tênis Casual Masculino,1,160.06,"R$ 24,93",devolvido,2023-12-16
PED-00924,2024-04-06,CLI-1178,site,São Paulo,SP,Esporte,Tapete de Yoga 6mm,4,130.11,"R$ 0,00",Entregue,2024-04-18
PED-04505,2023-05-18,CLI-0498,marketplace,Brasília,DF,Eletrônicos,Caixa de Som Portátil,2,407.79,"R$ 0,00",entregue,2023-06-03
PED-02316,2023-10-13,CLI-0913,app,Fortaleza,CE,Beleza,Secador de Cabelo 2000W,2,264.14,"R$ 0,00",ENTREGUE,2023-10-28
PED-00938,2023-05-10,CLI-1108,site,São Paulo,SP,Esporte,Corda de Pular Speed,4,44.74,"R$ 10,26",entregue,2023-05-15
PED-04881,2023-06-04,CLI-1162,app,  Recife ,PE,Eletrônicos,Fone Bluetooth TWS,1,151.06,"R$ 23,30",entregue,2023-06-16
PED-03103,14/12/2024,CLI-1293,marketplace,  Fortaleza ,CE,Moda,Boné Aba Curva,2,103.23,"R$ 32,31",em transporte,
PED-00397,2024-10-21,CLI-0814,site,Belo Horizonte,MG,Moda,"Mochila Notebook 15""",2,295.96,"R$ 0,00",entregue,2024-10-31
PED-03716,2024-10-25,CLI-0728,site,Campinas,SP,MODA,Tênis Casual Masculino,1,278.51,"R$ 14,85",entregue,2024-10-29
PED-01658,02/11/2024,CLI-0040,app,São Paulo,,Eletrônicos,Carregador Turbo 30W,1,97.0,"R$ 14,47",cancelado,
PED-02416,2023-04-27,CLI-0805,marketplace,Goiânia,GO,Moda,"Mochila Notebook 15""",1,171.93,"R$ 25,76",entregue,2023-05-11
PED-04188,2023-05-21,CLI-0110,app,Belo Horizonte,MG,Moda,Camiseta Básica Algodão,1,70.98,"R$ 16,71",entregue,2023-05-30
PED-00269,05/05/2023,CLI-1032,app,Fortaleza,CE,ELETRÔNICOS,Caixa de Som Portátil,2,323.79,"R$ 0,00",entregue,13/05/2023
PED-02357,2024-02-25,CLI-1095,site,São Paulo,SP,Moda,Boné Aba Curva,1,87.06,"R$ 19,22",entregue,2024-03-07
PED-03381,2023-10-13,CLI-0612,site,Salvador,BA,Eletrônicos,Carregador Turbo 30W,1,81.39,"R$ 26,81",Entregue,2023-10-24
PED-04183,25/07/2024,CLI-0256,marketplace,Recife,PE,Esporte,Tapete de Yoga 6mm,2,134.3,"R$ 31,18",devolvido,12/08/2024
PED-01875,2024-11-23,CLI-0096,app,SÃO PAULO,SP,Eletrônicos,Carregador Turbo 30W,4,108.74,"R$ 0,00",entregue,2024-11-30
PED-04061,2024-12-17,CLI-0025,marketplace,  Salvador ,BA,MODA,Camiseta Básica Algodão,1,60.83,"R$ 34,25",entregue,2024-12-27
PED-01243,26/11/2023,CLI-0050,site,Rio de Janeiro,RJ,Beleza,Secador de Cabelo 2000W,1,307.66,"R$ 0,00",entregue,07/12/2023
PED-01648,2024-10-02,CLI-1210,site,Campinas,SP,Beleza,Secador de Cabelo 2000W,1,266.03,"R$ 15,54",entregue,2024-10-05
PED-00979,2024-03-29,CLI-1389,site,São Paulo,SP,Moda,Tênis Casual Masculino,1,362.69,"R$ 0,00",entregue,2024-04-07
PED-04136,2023-01-24,CLI-0630,app,Porto Alegre,RS,Eletrônicos,Webcam Full HD,2,264.3,"R$ 0,00",entregue,2023-02-05
PED-04638,18/07/2024,CLI-1399,site,Belo Horizonte,MG,Moda,Jaqueta Jeans,4,190.88,"R$ 0,00",entregue,01/08/2024
PED-02870,12/02/2023,CLI-0459,site,campinas,SP,Beleza,Base Líquida Matte,1,50.53,"R$ 11,56",entregue,19/02/2023
PED-02674,2024-02-10,CLI-1352,site,Goiânia,GO,Eletrônicos,Caixa de Som Portátil,2,246.28,"R$ 0,00",em transporte,
PED-00108,2023-09-30,CLI-0518,marketplace,Curitiba,PR,Casa & Decoração,Quadro Decorativo Abstrato,2,159.64,"R$ 0,00",entregue,2023-10-10
PED-03207,2023-01-05,CLI-1208,app,Goiânia,GO,Eletrônicos,Smartwatch Fit,1,879.18,"R$ 0,00",entregue,2023-01-21
PED-02753,2024-10-28,CLI-0256,site,CAMPINAS,SP,Casa & Decoração,Luminária de Mesa LED,3,90.51,"R$ 18,77",entregue,2024-11-06
PED-03856,2023-08-11,CLI-0743,app,curitiba,PR,Moda,Boné Aba Curva,1,64.2,"R$ 26,74",entregue,2023-08-29
PED-01938,19/05/2024,CLI-0520,app,Curitiba,PR,Casa & Decoração,Vaso Decorativo Cerâmica,2,84.05,"R$ 25,37",ENTREGUE,01/06/2024
PED-01414,2024-12-08,CLI-0059,app,Rio de Janeiro,RJ,Beleza,Secador de Cabelo 2000W,3,379.13,"R$ 0,00",em transporte,
PED-01257,2024-09-03,CLI-0577,app,Rio de Janeiro,RJ,Moda,Camiseta Básica Algodão,1,94.6,"R$ 22,35",devolvido,2024-09-13
PED-04478,29/08/2023,CLI-0261,site,Rio de Janeiro,RJ,Casa & Decoração,Quadro Decorativo Abstrato,2,121.69,"R$ 20,35",entregue,09/09/2023
PED-03824,2023-02-05,CLI-1200,marketplace,Fortaleza,CE,Casa & Decoração,"Tapete Sala 1,5m",2,430.45,"R$ 0,00",entregue,2023-02-14
PED-04819,2024-04-05,CLI-0755,app,Belo Horizonte,MG,Esporte,Corda de Pular Speed,1,32.58,"R$ 17,03",em transporte,
PED-04197,2023-05-07,CLI-0874,app,São Paulo,SP,Eletrônicos,Caixa de Som Portátil,3,401.03,"R$ 0,00",cancelado,
PED-00458,29/01/2024,CLI-1140,site,Salvador,BA,Esporte,Corda de Pular Speed,1,75.98,"R$ 28,08",entregue,09/02/2024
PED-03324,2024-10-05,CLI-1040,app,São Paulo,SP,Eletrônicos,Caixa de Som Portátil,2,272.94,"R$ 0,00",entregue,2024-10-11
PED-04318,2024-09-26,CLI-0395,site,São Paulo,SP,Moda,Camiseta Básica Algodão,1,48.33,"R$ 20,30",em transporte,
PED-02755,2024-11-15,CLI-0598,site,porto alegre,RS,ESPORTE,Garrafa Térmica 1L,2,94.9,"R$ 31,73",entregue,2024-11-23
PED-00577,2024-11-24,CLI-0157,app,Brasília,DF,esporte,Garrafa Térmica 1L,3,114.45,"R$ 0,00",entregue,2024-12-11
PED-04420,2024-03-13,CLI-0076,marketplace,Campinas,SP,Casa & Decoração,Quadro Decorativo Abstrato,4,153.66,"R$ 0,00",cancelado,
PED-03343,2023-06-12,CLI-0327,site,Belo Horizonte,MG,Moda,Boné Aba Curva,2,97.05,"R$ 19,01",entregue,2023-06-23
PED-02141,2024-11-19,CLI-0653,app,Curitiba,PR,Casa & Decoração,Luminária de Mesa LED,3,142.29,"R$ 0,00",entregue,2024-11-30
PED-00817,14/11/2024,CLI-0758,site,Porto Alegre,RS,,Camiseta Básica Algodão,1,50.29,"R$ 26,29",entregue,29/11/2024
PED-04243,2024-02-14,CLI-1237,app,Campinas,SP,Eletrônicos,Webcam Full HD,1,186.31,"R$ 16,62",ENTREGUE,2024-02-18
PED-03528,2023-06-08,CLI-0172,app,São Paulo,SP,Eletrônicos,Carregador Turbo 30W,1,113.28,"R$ 15,71",entregue,2023-06-18
PED-00856,2024-02-08,CLI-0642,app,campinas,,Moda,Jaqueta Jeans,1,303.58,"R$ 0,00",entregue,2024-02-17
PED-02918,2024-11-05,CLI-0352,marketplace,São Paulo,SP,Eletrônicos,Fone Bluetooth TWS,3,260.51,"R$ 0,00",Entregue,2024-11-09
PED-01026,26/10/2023,CLI-0621,app,São Paulo,SP,Casa & Decoração,"Tapete Sala 1,5m",2,380.95,"R$ 0,00",entregue,02/11/2023
PED-00143,2024-12-05,CLI-0352,marketplace,Curitiba,PR,Beleza,Secador de Cabelo 2000W,1,307.59,"R$ 0,00",em transporte,
PED-02866,2023-05-12,CLI-0770,site,Rio de Janeiro,RJ,Moda,"Mochila Notebook 15""",4,205.0,"R$ 0,00",entregue,2023-05-18
PED-03531,2023-02-27,CLI-0164,site,São Paulo,SP,Eletrônicos,Smartwatch Fit,4,374.69,"R$ 0,00",ENTREGUE,2023-03-09
PED-02025,27/01/2024,CLI-0563,site,Ribeirão Preto,SP,Moda,Jaqueta Jeans,3,197.54,"R$ 0,00",entregue,02/02/2024
PED-01474,2024-03-03,CLI-0535,marketplace,Recife,PE,Eletrônicos,Caixa de Som Portátil,2,473.21,"R$ 0,00",entregue,2024-03-14
PED-02211,31/12/2024,CLI-0760,app,goiânia,GO,Eletrônicos,Fone Bluetooth TWS,2,186.37,"R$ 0,00",em transporte,
PED-00334,2024-11-07,CLI-0518,app,BELO HORIZONTE,MG,Esporte,Corda de Pular Speed,1,86.39,"R$ 25,39",em transporte,
PED-00862,17/08/2024,CLI-0536,app,São Paulo,SP,Eletrônicos,Carregador Turbo 30W,1,88.6,"R$ 16,22",entregue,20/08/2024
PED-04674,2023-10-08,CLI-0744,marketplace,Ribeirão Preto,SP,Beleza,Perfume Importado 100ml,1,510.68,"R$ 0,00",entregue,2023-10-15
PED-00617,31/08/2024,CLI-0517,app,Brasília,DF,Moda,Boné Aba Curva,-1,80.09,"R$ 23,95",Entregue,12/09/2024
PED-04176,2024-04-16,CLI-0780,marketplace,Belo Horizonte,MG,ESPORTE,Tapete de Yoga 6mm,1,153.48,"R$ 18,30",entregue,2024-04-30
PED-03833,2023-12-25,CLI-0925,site,Salvador,BA,Beleza,Secador de Cabelo 2000W,1,394.83,"R$ 0,00",entregue,2024-01-02
PED-04953,30/08/2023,CLI-1104,site,Fortaleza,CE,Casa & Decoração,Quadro Decorativo Abstrato,1,82.66,"R$ 32,99",ENTREGUE,12/09/2023
PED-03711,2024-11-09,CLI-0430,app,Curitiba,PR,Eletrônicos,Smartwatch Fit,1,688.64,"R$ 0,00",entregue,2024-11-18
PED-03499,2023-12-13,CLI-1143,app,Fortaleza,CE,Moda,Jaqueta Jeans,1,287.21,"R$ 33,44",entregue,2023-12-30
PED-04184,2024-02-21,CLI-0402,marketplace,Ribeirão Preto,SP,Eletrônicos,Smartwatch Fit,4,585.8,"R$ 0,00",entregue,2024-02-27
PED-03355,2024-03-02,CLI-0956,app,Curitiba,PR,Casa & Decoração,Vaso Decorativo Cerâmica,1,147.7,"R$ 18,60",entregue,2024-03-16
PED-00571,2023-11-15,CLI-0042,marketplace,Fortaleza,CE,Beleza,Perfume Importado 100ml,1,377.5,"R$ 0,00",ENTREGUE,2023-11-27
PED-02759,07/07/2024,CLI-0854,site,Goiânia,GO,moda,Jaqueta Jeans,1,195.55,"R$ 31,36",ENTREGUE,17/07/2024
PED-03837,2024-07-15,CLI-0280,app,São Paulo,SP,Eletrônicos,Carregador Turbo 30W,1,96.97,"R$ 26,50",entregue,2024-07-28
PED-04359,2024-02-23,CLI-0389,site,CURITIBA,PR,Beleza,Kit Skincare Facial,1,259.64,"R$ 24,45",entregue,2024-03-12
PED-00932,2023-12-01,CLI-0477,site,Salvador,BA,casa & decoracao,Quadro Decorativo Abstrato,2,176.99,"R$ 0,00",entregue,2023-12-16
PED-00328,2024-03-30,CLI-0520,marketplace,Rio de Janeiro,RJ,Moda,Boné Aba Curva,1,57.58,"R$ 20,47",entregue,2024-04-07
PED-01815,2024-10-23,CLI-1157,site,São Paulo,SP,eletronicos,Carregador Turbo 30W,4,69.78,"R$ 11,78",entregue,2024-10-28
PED-01181,02/09/2024,CLI-0073,marketplace,Curitiba,PR,Eletrônicos,Caixa de Som Portátil,1,225.58,"R$ 26,28",devolvido,18/09/2024
PED-02628,2023-11-17,CLI-0196,site,Curitiba,PR,Esporte,Halter Emborrachado 5kg,1,104.96,"R$ 22,29",entregue,2023-11-29
PED-01402,2023-03-14,CLI-0978,app,Fortaleza,CE,BELEZA,Perfume Importado 100ml,2,404.61,"R$ 0,00",entregue,2023-03-21
PED-02006,16/11/2024,CLI-1367,site,Rio de Janeiro,RJ,Esporte,Tapete de Yoga 6mm,1,96.52,"R$ 22,78",devolvido,25/11/2024
PED-01579,2024-12-29,CLI-0522,marketplace,CAMPINAS,SP,Moda,Tênis Casual Masculino,2,409.15,"R$ 0,00",cancelado,
PED-02906,2024-06-19,CLI-1011,app,brasília,DF,Casa & Decoração,"Tapete Sala 1,5m",1,142.04,"R$ 27,58",ENTREGUE,2024-07-07
PED-03582,2024-09-29,CLI-0895,site,Brasília,DF,Moda,Jaqueta Jeans,3,146.78,"R$ 0,00",entregue,2024-10-09
PED-00926,13/09/2023,CLI-1148,site,recife,PE,moda,Jaqueta Jeans,2,196.61,"R$ 0,00",cancelado,
PED-03442,2023-07-11,CLI-1288,app,Brasília,DF,Moda,Boné Aba Curva,3,105.72,"R$ 0,00",Entregue,2023-07-23
PED-03050,09/09/2023,CLI-0167,site,Belo Horizonte,MG,Esporte,Garrafa Térmica 1L,1,133.43,"R$ 20,59",entregue,20/09/2023
PED-04914,2024-12-07,CLI-0619,marketplace,Salvador,,Eletrônicos,Fone Bluetooth TWS,3,348.6,"R$ 0,00",ENTREGUE,2024-12-20
PED-00952,2023-09-08,CLI-1074,site,Ribeirão Preto,SP,Casa & Decoração,Luminária de Mesa LED,2,171.21,"R$ 0,00",Entregue,2023-09-22
PED-04133,2024-01-03,CLI-1086,app,Porto Alegre,RS,Beleza,Kit Skincare Facial,2,192.6,"R$ 0,00",em transporte,
PED-03783,2024-12-03,CLI-0712,site,Goiânia,GO,Beleza,Secador de Cabelo 2000W,1,134.27,"R$ 17,19",entregue,2024-12-14
PED-03644,2023-06-30,CLI-0161,app,Salvador,BA,Eletrônicos,Fone Bluetooth TWS,1,334.28,"R$ 0,00",entregue,2023-07-12
PED-02293,23/05/2024,CLI-0011,site,Curitiba,PR,Esporte,Camiseta Dry Fit,3,107.12,"R$ 0,00",entregue,07/06/2024
PED-02370,2024-03-21,CLI-1110,app,Salvador,BA,Casa & Decoração,Jogo de Toalhas 4 peças,1,208.82,"R$ 27,85",entregue,2024-03-30
PED-00788,2023-11-05,CLI-1095,app,Salvador,BA,Esporte,Tapete de Yoga 6mm,1,126.66,"R$ 31,62",entregue,2023-11-22
PED-00855,2023-08-03,CLI-1244,site,Curitiba,PR,Moda,Boné Aba Curva,3,116.47,"R$ 0,00",em transporte,
PED-04104,2023-10-29,CLI-0302,marketplace,Curitiba,PR,MODA,Camiseta Básica Algodão,1,90.11,"R$ 24,01",entregue,2023-11-16
PED-03868,2023-09-16,CLI-1194,site,  Goiânia ,GO,Moda,Jaqueta Jeans,2,203.69,"R$ 0,00",entregue,2023-09-25
PED-04203,26/04/2023,CLI-1007,marketplace,Curitiba,PR,Eletrônicos,Fone Bluetooth TWS,2,285.59,"R$ 0,00",entregue,12/05/2023
PED-03180,2024-03-11,CLI-0494,app,São Paulo,SP,Casa & Decoração,Vaso Decorativo Cerâmica,1,60.57,"R$ 17,26",entregue,2024-03-20
PED-03500,2024-11-05,CLI-0335,site,São Paulo,SP,Casa & Decoração,Vaso Decorativo Cerâmica,3,57.94,"R$ 15,03",entregue,2024-11-12
PED-04662,2024-11-27,CLI-0496,marketplace,são paulo,SP,MODA,Tênis Casual Masculino,3,364.23,"R$ 0,00",Entregue,2024-12-02
PED-04603,26/12/2024,CLI-0208,site,São Paulo,SP,Esporte,Halter Emborrachado 5kg,4,122.57,"R$ 0,00",entregue,05/01/2025
PED-01833,22/01/2024,CLI-0636,site,Campinas,SP,Moda,Camiseta Básica Algodão,2,94.06,"R$ 12,31",entregue,02/02/2024
PED-00281,20/02/2023,CLI-1052,site,Ribeirão Preto,SP,,Smartwatch Fit,2,320.95,"R$ 0,00",entregue,04/03/2023
PED-01125,2023-12-31,CLI-0116,marketplace,Rio de Janeiro,RJ,Casa & Decoração,"Tapete Sala 1,5m",1,-302.03,"R$ 0,00",entregue,2024-01-03
PED-02930,23/07/2024,CLI-0261,site,CURITIBA,PR,Casa & Decoração,Quadro Decorativo Abstrato,4,92.2,"R$ 0,00",cancelado,
PED-02696,2023-06-20,CLI-0934,app,Rio de Janeiro,RJ,,"Tapete Sala 1,5m",2,306.74,"R$ 0,00",Devolvido,2023-06-24
PED-04861,09/03/2024,CLI-0015,site,São Paulo,SP,beleza,Perfume Importado 100ml,1,623.73,"R$ 0,00",em transporte,
PED-03680,2023-03-04,CLI-1339,site,Brasília,,Beleza,Base Líquida Matte,1,124.84,"R$ 21,51",em transporte,
PED-04278,2024-11-06,CLI-1399,site,Campinas,SP,Esporte,Tapete de Yoga 6mm,1,191.34,"R$ 13,31",entregue,2024-11-19
PED-03165,2024-05-17,CLI-0867,app,BELO HORIZONTE,MG,Beleza,Kit Skincare Facial,1,258.69,"R$ 16,09",entregue,2024-05-26
PED-01031,21/04/2024,CLI-0576,site,SÃO PAULO,SP,Casa & Decoração,Jogo de Toalhas 4 peças,4,148.26,"R$ 0,00",entregue,26/04/2024
PED-02234,10/12/2024,CLI-0823,site,Campinas,,Eletrônicos,Webcam Full HD,3,288.02,"R$ 0,00",entregue,13/12/2024
PED-02933,2024-04-22,CLI-0624,site,Curitiba,PR,Eletrônicos,Carregador Turbo 30W,1,99.65,"R$ 22,15",Entregue,2024-05-05
PED-01319,2024-08-27,CLI-1012,site,Rio de Janeiro,RJ,Moda,Boné Aba Curva,4,105.54,"R$ 0,00",em transporte,
PED-03155,2023-07-09,CLI-0958,site,São Paulo,SP,Casa & Decoração,Jogo de Toalhas 4 peças,2,113.78,"R$ 13,91",devolvido,2023-07-23
PED-03736,21/12/2024,CLI-0073,site,Ribeirão Preto,SP,Casa & Decoração,"Tapete Sala 1,5m",1,234.72,"R$ 17,93",entregue,01/01/2025
PED-00057,29/01/2024,CLI-1081,site,Porto Alegre,RS,Eletrônicos,Webcam Full HD,2,256.24,"R$ 0,00",entregue,13/02/2024
PED-03200,03/12/2024,CLI-0675,site,Salvador,BA,Casa & Decoração,Luminária de Mesa LED,3,114.55,"R$ 0,00",devolvido,12/12/2024
PED-00845,2023-04-14,CLI-1160,app,Rio de Janeiro,RJ,Beleza,Perfume Importado 100ml,1,209.11,"R$ 15,67",entregue,2023-04-17
PED-02331,04/05/2024,CLI-1221,app,Sao Paulo,SP,Moda,Boné Aba Curva,2,90.98,"R$ 12,42",devolvido,12/05/2024
PED-00190,2023-09-21,CLI-0976,marketplace,Ribeirão Preto,SP,Moda,Jaqueta Jeans,2,,"R$ 0,00",cancelado,
PED-00772,26/04/2024,CLI-0274,site,Curitiba,PR,Eletrônicos,Webcam Full HD,1,329.81,"R$ 0,00",entregue,14/05/2024
PED-02304,2024-02-22,CLI-0559,site,Salvador,BA,Esporte,Tapete de Yoga 6mm,3,88.92,"R$ 31,67",em transporte,
PED-01354,28/10/2023,CLI-1121,site,Porto Alegre,RS,Moda,"Mochila Notebook 15""",1,302.35,"R$ 0,00",entregue,15/11/2023
PED-02284,2024-07-28,CLI-0716,app,Campinas,SP,Moda,"Mochila Notebook 15""",1,311.76,"R$ 0,00",entregue,2024-08-03
PED-04742,17/08/2023,CLI-0481,app,Salvador,BA,Esporte,Camiseta Dry Fit,1,69.25,"R$ 30,04",entregue,29/08/2023
PED-03613,2024-05-26,CLI-1250,app,Curitiba,PR,Moda,Camiseta Básica Algodão,3,63.71,"R$ 22,95",entregue,2024-06-08
PED-01287,2023-12-12,CLI-1149,app,Brasília,DF,Moda,Camiseta Básica Algodão,1,67.96,"R$ 24,43",entregue,2023-12-30
PED-02392,2024-09-05,CLI-0964,site,Recife,PE,Moda,"Mochila Notebook 15""",2,123.33,"R$ 28,51",cancelado,
PED-01812,2024-01-14,CLI-0766,app,Rio de Janeiro,RJ,Moda,Jaqueta Jeans,1,323.25,"R$ 0,00",entregue,2024-01-18
PED-00339,04/04/2023,CLI-0608,app,São Paulo,SP,Moda,Camiseta Básica Algodão,4,84.84,"R$ 0,00",em transporte,
PED-04655,2023-12-27,CLI-0917,site,Rio de Janeiro,RJ,Eletrônicos,Webcam Full HD,1,246.12,"R$ 21,22",entregue,2024-01-02
PED-03039,07/07/2023,CLI-0884,site,Campinas,SP,Casa & Decoração,Vaso Decorativo Cerâmica,4,158.34,"R$ 0,00",Entregue,19/07/2023
PED-01429,21/09/2024,CLI-0891,marketplace,  Rio de Janeiro ,RJ,Eletrônicos,Carregador Turbo 30W,3,118.85,"R$ 0,00",entregue,29/09/2024
PED-04488,2023-05-02,CLI-0192,app,Curitiba,PR,Moda,Camiseta Básica Algodão,4,87.5,"R$ 0,00",devolvido,2023-05-11
PED-00758,2024-12-02,CLI-0547,site,Sao Paulo,SP,Eletrônicos,Fone Bluetooth TWS,1,164.44,"R$ 15,24",entregue,2024-12-15
PED-04001,2024-08-06,CLI-0073,site,Belo Horizonte,MG,Beleza,Secador de Cabelo 2000W,1,155.63,"R$ 16,00",Entregue,2024-08-19
PED-00316,2023-11-10,CLI-0938,app,Porto Alegre,RS,Moda,"Mochila Notebook 15""",2,170.66,"R$ 0,00",entregue,2023-11-22
PED-02569,2024-06-23,CLI-0896,marketplace,Porto Alegre,RS,Moda,Jaqueta Jeans,2,330.64,"R$ 0,00",ENTREGUE,2024-07-01
PED-03193,14/04/2024,CLI-1006,app,Rio de Janeiro,RJ,Casa & Decoração,"Tapete Sala 1,5m",2,237.38,"R$ 0,00",entregue,28/04/2024
PED-03374,2023-06-17,CLI-1285,app,Belo Horizonte,MG,Casa & Decoração,"Tapete Sala 1,5m",3,139.11,"R$ 0,00",entregue,2023-06-30
PED-00208,2024-07-09,CLI-0517,site,  Curitiba ,PR,Beleza,Perfume Importado 100ml,4,332.13,"R$ 0,00",entregue,2024-07-25
PED-01443,2023-06-08,CLI-0721,site,Campinas,SP,Moda,Camiseta Básica Algodão,1,91.18,"R$ 15,59",entregue,2023-06-22
PED-00369,2023-11-13,CLI-0869,site,Belo Horizonte,MG,Moda,Jaqueta Jeans,1,327.88,"R$ 0,00",cancelado,
PED-04893,2024-01-15,CLI-0830,site,Porto Alegre,RS,Eletrônicos,Smartwatch Fit,3,858.7,"R$ 0,00",entregue,2024-02-02
PED-02642,2024-09-07,CLI-0575,site,Ribeirão Preto,SP,Casa & Decoração,Vaso Decorativo Cerâmica,3,177.73,"R$ 0,00",entregue,2024-09-16
PED-04596,2024-12-22,CLI-0380,site,FORTALEZA,CE,Casa & Decoração,Vaso Decorativo Cerâmica,1,57.9,"R$ 31,76",ENTREGUE,2025-01-05
PED-02705,01/08/2024,CLI-0707,marketplace,São Paulo,SP,Eletrônicos,Smartwatch Fit,2,394.28,"R$ 0,00",entregue,12/08/2024
PED-01382,2023-02-11,CLI-0263,site,Fortaleza,CE,Casa & Decoração,"Tapete Sala 1,5m",4,158.02,"R$ 0,00",entregue,2023-02-24
PED-01035,28/12/2023,CLI-0744,marketplace,são paulo,SP,Moda,Boné Aba Curva,1,95.8,"R$ 17,23",entregue,03/01/2024
PED-03602,2023-05-18,CLI-0982,site,brasília,DF,moda,Tênis Casual Masculino,1,178.11,"R$ 22,84",entregue,2023-06-04
PED-03682,2023-06-25,CLI-0518,marketplace,  Salvador ,BA,Casa & Decoração,Luminária de Mesa LED,3,210.77,"R$ 0,00",entregue,2023-07-08
